language,sentence,n,rand_edgelist,root
Spanish,87,22,"[(14, 20), (10, 13), (8, 7), (2, 9), (22, 18), (15, 6), (3, 22), (14, 18), (1, 12), (9, 6), (16, 2), (10, 17), (19, 5), (11, 20), (2, 19), (22, 4), (10, 8), (14, 16), (10, 1), (1, 18), (21, 6)]",6
Spanish,88,26,"[(8, 3), (24, 15), (21, 17), (6, 20), (11, 5), (1, 15), (20, 22), (2, 15), (2, 4), (20, 14), (20, 19), (23, 9), (3, 23), (12, 15), (8, 16), (26, 25), (2, 20), (18, 13), (18, 7), (1, 26), (26, 11), (8, 25), (7, 5), (9, 10), (21, 22)]",21
Spanish,93,32,"[(10, 28), (32, 16), (30, 19), (26, 7), (21, 20), (23, 13), (2, 8), (24, 17), (18, 2), (15, 31), (10, 21), (20, 19), (18, 14), (2, 4), (23, 27), (4, 5), (23, 20), (9, 22), (31, 22), (20, 3), (6, 28), (26, 23), (10, 1), (2, 12), (26, 17), (29, 11), (31, 23), (32, 29), (25, 6), (2, 31), (14, 11)]",26
Spanish,94,25,"[(15, 9), (10, 1), (18, 7), (7, 4), (23, 6), (15, 2), (11, 18), (14, 10), (9, 22), (16, 20), (11, 24), (17, 14), (7, 2), (21, 12), (13, 17), (10, 25), (12, 8), (19, 3), (2, 3), (8, 3), (20, 12), (17, 22), (9, 6), (7, 5)]",6
Spanish,95,38,"[(34, 4), (29, 15), (37, 17), (26, 38), (28, 5), (9, 2), (15, 2), (13, 14), (24, 29), (9, 25), (32, 20), (25, 1), (12, 9), (7, 27), (23, 28), (26, 30), (10, 35), (16, 6), (26, 1), (7, 9), (36, 11), (35, 36), (3, 13), (19, 7), (33, 11), (11, 23), (8, 18), (34, 21), (1, 22), (28, 6), (18, 35), (13, 35), (14, 2), (9, 31), (32, 29), (20, 17), (34, 10)]",35
Spanish,96,10,"[(5, 6), (7, 4), (7, 3), (8, 6), (5, 10), (9, 8), (8, 7), (2, 1), (1, 8)]",7
Spanish,102,28,"[(17, 26), (9, 12), (1, 20), (3, 27), (10, 6), (10, 25), (4, 22), (15, 9), (14, 5), (9, 2), (27, 1), (27, 7), (8, 3), (18, 21), (5, 1), (26, 11), (11, 15), (13, 1), (19, 1), (28, 18), (13, 23), (21, 1), (6, 3), (12, 25), (22, 18), (8, 16), (24, 11)]",18
Spanish,105,37,"[(4, 35), (20, 15), (34, 14), (31, 11), (37, 23), (1, 8), (16, 17), (24, 33), (35, 1), (18, 26), (25, 19), (4, 32), (35, 23), (17, 13), (7, 36), (28, 15), (3, 37), (18, 30), (20, 12), (1, 33), (16, 10), (15, 29), (32, 25), (35, 11), (2, 35), (26, 23), (13, 6), (1, 22), (27, 24), (37, 9), (21, 35), (36, 29), (16, 14), (23, 17), (15, 13), (5, 2)]",23
Spanish,108,29,"[(12, 15), (13, 16), (10, 22), (15, 5), (27, 1), (28, 2), (25, 7), (9, 20), (3, 21), (22, 7), (16, 19), (14, 23), (7, 16), (11, 6), (14, 27), (18, 6), (8, 27), (4, 15), (25, 21), (28, 7), (22, 8), (18, 9), (26, 16), (18, 2), (17, 6), (23, 24), (11, 15), (19, 29)]",9
Spanish,111,11,"[(4, 5), (8, 3), (6, 2), (6, 7), (10, 2), (8, 1), (6, 9), (1, 7), (11, 5), (5, 7)]",7
Spanish,113,25,"[(20, 24), (25, 22), (11, 2), (17, 23), (16, 9), (18, 21), (17, 3), (16, 8), (15, 6), (25, 1), (21, 14), (22, 15), (7, 20), (14, 13), (2, 20), (4, 19), (18, 10), (19, 3), (12, 23), (24, 13), (2, 4), (3, 5), (15, 21), (9, 2)]",25
Spanish,116,36,"[(7, 35), (4, 20), (9, 17), (33, 32), (32, 29), (30, 3), (25, 27), (9, 22), (14, 36), (21, 19), (19, 16), (33, 2), (19, 31), (4, 8), (11, 14), (4, 13), (23, 10), (14, 32), (1, 19), (32, 12), (18, 34), (28, 36), (34, 29), (5, 18), (13, 10), (6, 15), (32, 24), (7, 14), (19, 10), (27, 15), (24, 26), (20, 2), (12, 27), (17, 4), (35, 30)]",32
Spanish,117,23,"[(10, 23), (13, 23), (19, 4), (15, 3), (8, 22), (1, 10), (2, 4), (19, 17), (3, 21), (21, 18), (7, 23), (22, 1), (2, 14), (12, 11), (6, 4), (11, 7), (20, 15), (5, 22), (8, 4), (11, 20), (16, 10), (3, 9)]",4
Spanish,118,36,"[(6, 22), (9, 19), (33, 13), (25, 16), (33, 4), (16, 31), (19, 18), (7, 30), (3, 35), (23, 10), (14, 31), (27, 25), (36, 15), (24, 15), (10, 22), (24, 5), (29, 22), (23, 21), (4, 1), (9, 34), (8, 33), (2, 8), (7, 22), (33, 9), (10, 32), (3, 17), (28, 9), (24, 21), (26, 22), (2, 11), (10, 20), (11, 7), (12, 18), (26, 3), (25, 5)]",19
Spanish,120,22,"[(13, 1), (9, 18), (4, 2), (14, 22), (21, 7), (13, 7), (16, 4), (15, 13), (4, 14), (18, 19), (9, 14), (3, 18), (10, 13), (8, 9), (2, 20), (5, 12), (3, 17), (18, 11), (6, 19), (16, 13), (2, 12)]",4
Spanish,121,12,"[(8, 5), (6, 9), (10, 2), (8, 1), (4, 1), (11, 1), (7, 10), (9, 3), (5, 9), (6, 12), (7, 1)]",8
Spanish,123,23,"[(5, 15), (9, 22), (2, 10), (10, 13), (21, 20), (14, 21), (7, 19), (15, 17), (22, 15), (2, 8), (12, 9), (20, 18), (1, 9), (4, 5), (23, 8), (9, 14), (9, 8), (16, 5), (7, 16), (3, 10), (17, 6), (11, 22)]",2
Spanish,124,18,"[(1, 2), (6, 4), (14, 6), (10, 3), (14, 17), (12, 8), (11, 8), (14, 13), (18, 1), (11, 14), (12, 1), (10, 16), (3, 5), (9, 6), (7, 15), (15, 10), (10, 4)]",6
Spanish,125,3,"[(2, 1), (3, 1)]",2
Spanish,126,21,"[(20, 14), (12, 19), (16, 18), (2, 14), (15, 10), (10, 7), (13, 7), (5, 18), (9, 17), (15, 1), (5, 10), (10, 4), (3, 8), (21, 7), (19, 9), (4, 14), (7, 6), (21, 19), (6, 8), (11, 10)]",8
Spanish,127,18,"[(6, 14), (17, 14), (1, 8), (2, 1), (15, 12), (7, 3), (3, 5), (13, 6), (7, 16), (10, 12), (15, 4), (2, 15), (7, 9), (3, 15), (11, 3), (18, 5), (7, 13)]",3
Spanish,128,21,"[(17, 13), (6, 19), (4, 2), (5, 20), (19, 16), (13, 21), (13, 7), (16, 18), (4, 5), (3, 7), (20, 8), (10, 9), (11, 12), (15, 4), (10, 14), (18, 21), (11, 4), (9, 8), (18, 8), (8, 1)]",18
Spanish,129,11,"[(8, 5), (11, 9), (11, 1), (9, 2), (4, 6), (5, 11), (11, 3), (4, 7), (4, 10), (10, 11)]",11
Spanish,136,5,"[(3, 2), (4, 5), (4, 1), (2, 1)]",4
Spanish,137,26,"[(6, 13), (17, 6), (15, 24), (8, 25), (19, 3), (5, 25), (18, 23), (9, 7), (16, 22), (11, 18), (11, 13), (4, 21), (7, 5), (2, 3), (24, 13), (1, 6), (18, 16), (10, 4), (7, 16), (18, 19), (14, 3), (10, 12), (20, 4), (26, 13), (20, 18)]",13
Spanish,138,36,"[(19, 31), (15, 18), (36, 24), (25, 35), (15, 4), (3, 35), (25, 30), (6, 2), (24, 22), (36, 5), (31, 33), (26, 4), (27, 20), (35, 32), (3, 16), (11, 28), (23, 28), (15, 23), (21, 7), (12, 29), (8, 32), (18, 17), (10, 21), (1, 32), (6, 27), (30, 17), (24, 9), (14, 7), (35, 10), (18, 13), (18, 34), (13, 12), (22, 31), (4, 36), (8, 6)]",18
Spanish,139,25,"[(13, 8), (14, 22), (7, 6), (22, 21), (8, 21), (12, 8), (8, 10), (14, 25), (19, 1), (19, 22), (5, 24), (25, 23), (5, 16), (17, 20), (19, 16), (2, 18), (11, 4), (3, 4), (4, 18), (9, 6), (4, 6), (2, 17), (8, 6), (20, 15)]",21
Spanish,142,29,"[(20, 27), (3, 27), (6, 17), (1, 15), (20, 4), (24, 8), (28, 12), (25, 26), (18, 15), (26, 22), (17, 19), (16, 29), (17, 7), (20, 9), (13, 8), (6, 10), (21, 22), (18, 8), (6, 11), (29, 3), (14, 9), (9, 23), (19, 24), (9, 5), (8, 26), (19, 2), (23, 28), (20, 22)]",22
Spanish,144,33,"[(30, 19), (13, 9), (30, 4), (11, 13), (3, 16), (21, 19), (4, 12), (18, 16), (6, 15), (8, 19), (3, 6), (1, 11), (28, 2), (20, 7), (23, 20), (16, 21), (32, 24), (27, 33), (29, 21), (8, 24), (26, 16), (23, 16), (33, 6), (25, 23), (22, 13), (14, 26), (10, 7), (14, 28), (5, 22), (5, 26), (31, 21), (17, 13)]",6
Spanish,145,18,"[(3, 1), (3, 9), (17, 11), (9, 8), (12, 4), (16, 17), (3, 13), (11, 14), (13, 2), (16, 12), (6, 10), (10, 15), (9, 6), (9, 18), (12, 7), (5, 14), (7, 6)]",9
Spanish,146,20,"[(7, 2), (3, 19), (16, 6), (18, 4), (12, 10), (7, 6), (20, 17), (10, 5), (5, 15), (15, 8), (14, 6), (20, 1), (11, 14), (7, 3), (18, 2), (5, 2), (20, 2), (13, 15), (9, 11)]",2
Spanish,147,25,"[(17, 24), (1, 22), (19, 4), (1, 15), (19, 16), (13, 17), (25, 17), (9, 3), (15, 5), (1, 19), (6, 14), (11, 1), (25, 7), (8, 1), (1, 3), (13, 12), (5, 20), (23, 20), (11, 2), (7, 4), (7, 21), (14, 23), (17, 10), (18, 16)]",1
Spanish,148,12,"[(6, 8), (7, 1), (8, 12), (4, 3), (11, 1), (4, 12), (7, 3), (3, 2), (9, 5), (1, 9), (8, 10)]",8
Spanish,152,24,"[(23, 5), (13, 4), (18, 3), (7, 18), (14, 21), (11, 14), (24, 11), (21, 2), (1, 6), (23, 6), (9, 18), (24, 3), (3, 13), (13, 23), (22, 11), (3, 15), (23, 17), (18, 12), (15, 19), (20, 6), (16, 10), (8, 11), (7, 10)]",3
Spanish,157,18,"[(2, 10), (17, 10), (18, 15), (12, 5), (5, 8), (9, 1), (13, 17), (6, 12), (4, 3), (10, 14), (14, 1), (11, 12), (18, 4), (5, 4), (4, 7), (18, 17), (16, 12)]",4
Spanish,159,11,"[(5, 3), (4, 9), (2, 8), (10, 1), (3, 9), (6, 3), (3, 8), (10, 7), (1, 6), (11, 4)]",6
Spanish,161,17,"[(4, 7), (8, 2), (6, 5), (16, 9), (3, 8), (1, 5), (13, 16), (12, 1), (4, 11), (4, 3), (5, 14), (14, 16), (15, 12), (17, 2), (7, 14), (10, 11)]",14
Spanish,162,31,"[(30, 17), (29, 27), (29, 2), (19, 20), (9, 10), (4, 20), (4, 31), (1, 15), (28, 26), (14, 5), (19, 14), (12, 15), (12, 23), (5, 16), (5, 17), (9, 7), (6, 5), (12, 24), (9, 12), (7, 25), (26, 3), (1, 3), (22, 12), (10, 19), (11, 13), (19, 18), (9, 21), (29, 25), (19, 8), (6, 13)]",19
Spanish,163,25,"[(23, 2), (9, 6), (13, 25), (11, 8), (3, 23), (4, 19), (12, 23), (16, 3), (20, 24), (9, 15), (25, 19), (22, 13), (10, 18), (2, 13), (21, 22), (10, 15), (1, 24), (17, 13), (8, 20), (24, 22), (10, 22), (10, 5), (14, 3), (7, 13)]",23
Spanish,164,13,"[(4, 11), (11, 3), (9, 13), (1, 5), (5, 9), (9, 2), (12, 2), (7, 6), (7, 4), (10, 11), (5, 3), (8, 9)]",9
Spanish,169,13,"[(7, 6), (4, 11), (9, 3), (3, 12), (13, 6), (5, 7), (12, 2), (5, 8), (2, 4), (12, 1), (10, 1), (13, 4)]",2
Spanish,170,12,"[(1, 6), (10, 8), (6, 10), (4, 8), (6, 7), (2, 1), (10, 5), (12, 9), (12, 7), (3, 6), (11, 6)]",12
Spanish,171,6,"[(3, 2), (2, 5), (6, 3), (4, 2), (2, 1)]",6
Spanish,172,24,"[(5, 7), (5, 23), (24, 1), (14, 24), (23, 10), (4, 18), (13, 19), (24, 7), (15, 6), (6, 16), (2, 20), (17, 22), (11, 10), (1, 19), (16, 2), (12, 1), (4, 6), (1, 4), (8, 1), (10, 9), (11, 3), (21, 13), (22, 24)]",1
Spanish,173,17,"[(1, 12), (8, 7), (5, 14), (13, 4), (10, 3), (15, 10), (16, 1), (13, 11), (9, 4), (2, 9), (13, 17), (13, 6), (15, 8), (14, 1), (8, 12), (8, 11)]",1
Spanish,174,7,"[(7, 6), (1, 5), (4, 2), (3, 7), (3, 5), (1, 2)]",5
Spanish,176,7,"[(5, 1), (4, 3), (3, 7), (1, 7), (2, 4), (6, 4)]",1
Spanish,177,15,"[(5, 13), (6, 3), (7, 2), (12, 9), (4, 7), (1, 6), (5, 3), (12, 1), (13, 7), (4, 14), (11, 6), (15, 7), (4, 8), (4, 10)]",4
Spanish,178,12,"[(11, 1), (4, 6), (8, 1), (12, 4), (9, 5), (11, 5), (6, 8), (6, 10), (3, 6), (8, 2), (4, 7)]",4
Spanish,180,10,"[(1, 5), (4, 1), (3, 10), (2, 1), (8, 5), (3, 6), (7, 2), (9, 1), (8, 6)]",5
Spanish,181,10,"[(8, 5), (6, 10), (5, 9), (8, 7), (4, 10), (8, 2), (4, 5), (3, 7), (1, 10)]",4
Spanish,183,18,"[(9, 1), (12, 15), (8, 2), (5, 11), (18, 6), (12, 4), (6, 1), (12, 8), (17, 13), (10, 11), (9, 2), (9, 3), (3, 7), (9, 5), (14, 13), (16, 6), (13, 10)]",18
Spanish,184,20,"[(8, 11), (6, 7), (5, 19), (19, 13), (7, 9), (12, 2), (10, 8), (18, 7), (5, 20), (5, 4), (4, 1), (2, 16), (15, 2), (3, 11), (17, 5), (14, 3), (16, 6), (18, 3), (2, 20)]",3
Spanish,185,22,"[(2, 19), (12, 17), (19, 12), (11, 7), (14, 1), (4, 9), (22, 10), (18, 14), (16, 11), (21, 9), (9, 13), (9, 5), (18, 4), (2, 20), (10, 5), (4, 6), (21, 2), (16, 15), (17, 16), (19, 8), (3, 8)]",9
Spanish,186,19,"[(15, 16), (17, 14), (16, 17), (10, 9), (9, 6), (18, 9), (7, 19), (3, 16), (13, 14), (8, 3), (12, 19), (1, 3), (5, 14), (11, 9), (11, 7), (2, 4), (9, 16), (1, 4)]",3
Spanish,187,8,"[(3, 4), (3, 7), (2, 5), (1, 4), (8, 1), (3, 6), (4, 5)]",7
Spanish,188,7,"[(6, 5), (3, 6), (4, 2), (6, 7), (4, 5), (2, 1)]",6
Spanish,190,14,"[(8, 10), (2, 11), (2, 3), (6, 4), (12, 5), (2, 7), (10, 5), (6, 14), (6, 13), (13, 8), (1, 13), (9, 1), (1, 3)]",10
Spanish,191,20,"[(4, 8), (7, 13), (20, 5), (10, 9), (20, 4), (3, 8), (12, 19), (19, 6), (3, 12), (14, 1), (16, 9), (18, 15), (18, 13), (20, 13), (1, 6), (17, 5), (4, 11), (17, 2), (16, 18)]",20
Spanish,192,26,"[(13, 20), (25, 21), (9, 8), (16, 18), (11, 3), (3, 13), (10, 3), (9, 2), (17, 5), (12, 17), (4, 2), (3, 6), (6, 15), (19, 13), (9, 18), (4, 22), (17, 1), (16, 1), (15, 14), (7, 23), (17, 3), (25, 16), (23, 10), (24, 26), (26, 13)]",16
Spanish,194,6,"[(1, 2), (5, 2), (4, 6), (6, 2), (5, 3)]",5
Spanish,195,16,"[(13, 12), (14, 11), (16, 8), (4, 8), (2, 1), (1, 12), (3, 10), (2, 8), (9, 8), (16, 14), (6, 9), (12, 3), (6, 5), (7, 6), (7, 15)]",9
Spanish,198,20,"[(6, 20), (15, 16), (19, 9), (17, 3), (11, 2), (11, 17), (13, 10), (16, 18), (3, 20), (9, 10), (17, 7), (1, 4), (16, 19), (6, 8), (10, 5), (5, 1), (15, 17), (12, 16), (14, 5)]",20
Spanish,199,10,"[(5, 2), (2, 1), (5, 10), (7, 4), (3, 5), (4, 6), (6, 3), (3, 8), (1, 9)]",5
Spanish,202,17,"[(17, 15), (11, 15), (14, 10), (12, 3), (2, 13), (7, 3), (14, 16), (9, 5), (6, 9), (8, 13), (12, 17), (3, 1), (10, 3), (15, 13), (7, 4), (12, 5)]",3
Spanish,203,34,"[(10, 15), (18, 1), (33, 1), (11, 8), (8, 16), (11, 24), (15, 30), (22, 28), (32, 19), (7, 23), (25, 28), (19, 5), (27, 29), (17, 10), (27, 26), (21, 19), (12, 29), (17, 5), (30, 2), (24, 14), (1, 7), (31, 8), (27, 23), (34, 13), (4, 24), (20, 31), (28, 9), (1, 9), (18, 31), (21, 23), (6, 7), (31, 3), (34, 12)]",31
Spanish,206,13,"[(5, 10), (11, 9), (9, 13), (10, 11), (4, 8), (9, 8), (12, 6), (2, 8), (12, 2), (1, 9), (3, 4), (7, 3)]",8
Spanish,208,19,"[(7, 19), (15, 19), (18, 13), (5, 12), (9, 15), (2, 6), (4, 19), (14, 19), (10, 17), (6, 16), (3, 13), (15, 5), (8, 12), (17, 1), (16, 17), (19, 13), (2, 15), (6, 11)]",9
Spanish,209,6,"[(6, 3), (4, 1), (3, 4), (3, 5), (3, 2)]",3
Spanish,210,13,"[(5, 2), (1, 5), (6, 13), (8, 12), (2, 6), (10, 12), (1, 7), (4, 1), (8, 7), (4, 9), (12, 11), (3, 8)]",6
Spanish,211,17,"[(5, 12), (5, 9), (17, 4), (16, 8), (2, 13), (2, 7), (14, 1), (10, 4), (5, 4), (11, 6), (16, 15), (7, 3), (12, 7), (11, 2), (7, 8), (1, 11)]",14
Spanish,212,31,"[(15, 11), (8, 14), (6, 20), (25, 1), (22, 16), (12, 19), (9, 18), (12, 31), (12, 14), (2, 7), (4, 23), (7, 19), (26, 28), (29, 4), (24, 25), (20, 15), (1, 17), (23, 18), (10, 4), (8, 3), (29, 3), (20, 28), (27, 17), (4, 30), (27, 20), (17, 16), (13, 23), (5, 23), (12, 21), (5, 16)]",12
Spanish,213,6,"[(1, 3), (4, 2), (2, 5), (6, 1), (1, 2)]",1
Spanish,214,15,"[(8, 3), (6, 9), (1, 12), (14, 13), (15, 8), (5, 12), (9, 3), (12, 4), (11, 14), (2, 1), (13, 10), (9, 12), (5, 14), (7, 15)]",9
Spanish,216,12,"[(6, 10), (2, 6), (1, 7), (3, 4), (10, 12), (4, 2), (11, 9), (9, 4), (9, 8), (6, 5), (10, 7)]",6
Spanish,217,18,"[(17, 8), (3, 18), (15, 9), (11, 16), (18, 9), (16, 1), (4, 12), (9, 4), (1, 10), (7, 6), (7, 4), (18, 8), (13, 8), (9, 5), (6, 2), (4, 11), (14, 7)]",18
Spanish,220,30,"[(24, 23), (27, 7), (13, 3), (15, 25), (7, 22), (8, 15), (4, 8), (15, 1), (28, 13), (22, 10), (3, 20), (19, 30), (16, 10), (10, 12), (10, 9), (30, 16), (18, 12), (26, 16), (29, 13), (11, 2), (24, 22), (5, 29), (14, 6), (16, 25), (5, 21), (15, 20), (20, 6), (11, 4), (16, 17)]",20
Spanish,221,26,"[(7, 1), (24, 10), (12, 24), (11, 17), (20, 24), (17, 22), (4, 19), (9, 10), (3, 4), (10, 21), (6, 14), (2, 8), (19, 18), (25, 1), (11, 10), (16, 7), (23, 25), (6, 7), (12, 13), (6, 18), (12, 15), (11, 26), (3, 2), (21, 25), (8, 5)]",1
Spanish,222,30,"[(11, 9), (30, 27), (18, 9), (2, 21), (4, 20), (15, 28), (12, 4), (23, 6), (19, 27), (20, 24), (18, 28), (22, 27), (22, 21), (27, 29), (29, 1), (17, 5), (8, 3), (29, 13), (25, 1), (1, 23), (5, 2), (28, 30), (19, 4), (14, 12), (4, 16), (10, 27), (26, 21), (28, 3), (7, 5)]",29
Spanish,225,36,"[(10, 12), (25, 20), (9, 33), (25, 27), (4, 6), (25, 1), (12, 20), (15, 14), (13, 36), (34, 16), (33, 34), (19, 24), (22, 20), (28, 35), (19, 30), (6, 29), (33, 18), (5, 4), (17, 12), (3, 12), (21, 26), (23, 10), (11, 8), (25, 33), (33, 30), (31, 26), (32, 31), (3, 14), (2, 33), (36, 28), (11, 33), (20, 36), (21, 1), (7, 11), (34, 4)]",20
Spanish,227,18,"[(3, 10), (8, 10), (5, 4), (11, 5), (18, 6), (12, 6), (11, 13), (17, 1), (4, 15), (7, 18), (18, 16), (14, 15), (15, 3), (5, 1), (17, 9), (12, 5), (2, 17)]",5
Spanish,229,11,"[(11, 6), (4, 8), (9, 5), (9, 7), (2, 8), (10, 1), (6, 3), (6, 2), (11, 5), (1, 5)]",5
Spanish,232,26,"[(13, 18), (15, 6), (7, 22), (4, 20), (1, 11), (24, 20), (22, 10), (22, 25), (2, 1), (1, 19), (17, 11), (16, 8), (12, 4), (18, 20), (16, 21), (23, 10), (12, 3), (22, 26), (15, 12), (12, 10), (8, 15), (4, 2), (20, 5), (14, 13), (9, 13)]",15
Spanish,234,7,"[(5, 3), (6, 3), (7, 3), (6, 1), (5, 4), (2, 7)]",7
Spanish,235,24,"[(11, 24), (3, 17), (6, 22), (9, 23), (24, 20), (5, 15), (18, 13), (4, 6), (4, 1), (7, 24), (12, 5), (4, 8), (22, 13), (1, 17), (19, 2), (24, 14), (18, 16), (2, 7), (18, 19), (7, 10), (24, 23), (21, 2), (5, 3)]",2
Spanish,238,28,"[(23, 5), (25, 28), (20, 24), (3, 8), (3, 20), (6, 5), (22, 13), (25, 7), (24, 9), (20, 27), (24, 17), (16, 12), (2, 17), (23, 1), (22, 26), (21, 9), (16, 23), (10, 20), (18, 4), (23, 11), (19, 15), (8, 26), (7, 19), (18, 1), (21, 16), (21, 14), (19, 21)]",7
Spanish,239,11,"[(1, 3), (6, 11), (10, 4), (8, 7), (2, 6), (1, 4), (5, 4), (9, 3), (8, 3), (7, 6)]",7
Spanish,241,9,"[(7, 3), (2, 7), (7, 9), (8, 7), (2, 4), (1, 6), (4, 5), (3, 6)]",2
Spanish,244,25,"[(4, 10), (17, 20), (11, 18), (19, 1), (5, 15), (9, 7), (13, 3), (23, 16), (15, 7), (14, 21), (21, 19), (15, 17), (1, 2), (18, 24), (24, 22), (6, 8), (10, 18), (15, 19), (8, 9), (4, 23), (21, 12), (10, 9), (15, 3), (25, 13)]",18
Spanish,245,19,"[(12, 14), (18, 2), (5, 16), (15, 5), (3, 9), (16, 11), (13, 2), (4, 14), (3, 17), (1, 6), (10, 14), (5, 7), (18, 14), (19, 15), (8, 5), (11, 10), (4, 17), (14, 1)]",17
Spanish,246,23,"[(22, 9), (6, 3), (1, 10), (17, 13), (13, 15), (19, 14), (18, 7), (20, 3), (2, 17), (11, 21), (2, 8), (5, 8), (7, 4), (22, 1), (15, 14), (1, 6), (11, 16), (12, 23), (18, 11), (8, 11), (12, 1), (21, 9)]",21
Spanish,247,17,"[(6, 17), (16, 6), (14, 5), (7, 2), (8, 15), (9, 2), (10, 5), (7, 15), (17, 7), (15, 1), (3, 10), (14, 4), (4, 13), (12, 15), (9, 14), (10, 11)]",10
Spanish,249,20,"[(16, 15), (16, 20), (13, 10), (13, 11), (4, 18), (17, 15), (5, 3), (16, 14), (20, 2), (18, 10), (1, 7), (13, 9), (8, 1), (17, 13), (12, 14), (3, 11), (8, 6), (14, 19), (16, 1)]",15
Spanish,250,7,"[(7, 6), (7, 4), (4, 3), (2, 1), (7, 5), (2, 5)]",5
Spanish,252,13,"[(12, 7), (10, 13), (2, 10), (5, 3), (1, 6), (8, 4), (6, 7), (4, 11), (13, 6), (9, 2), (9, 5), (8, 13)]",2
Spanish,253,21,"[(21, 2), (2, 17), (2, 9), (7, 10), (2, 4), (5, 14), (13, 4), (7, 4), (8, 12), (17, 1), (8, 6), (4, 20), (12, 16), (11, 3), (8, 13), (18, 19), (19, 9), (10, 14), (11, 2), (5, 15)]",5
Spanish,254,15,"[(1, 7), (2, 7), (10, 7), (5, 6), (15, 11), (6, 4), (6, 10), (12, 4), (1, 13), (1, 8), (1, 14), (3, 4), (8, 15), (1, 9)]",1
Spanish,255,11,"[(10, 9), (3, 10), (5, 4), (6, 5), (7, 6), (11, 1), (11, 8), (2, 10), (3, 4), (11, 4)]",10
Spanish,256,17,"[(11, 2), (13, 11), (15, 2), (9, 16), (7, 14), (9, 4), (12, 5), (8, 14), (6, 9), (6, 10), (8, 12), (4, 8), (6, 17), (3, 2), (12, 13), (1, 13)]",9
Spanish,261,20,"[(5, 16), (8, 15), (8, 3), (9, 5), (8, 4), (6, 8), (20, 7), (20, 2), (5, 13), (1, 6), (15, 18), (7, 14), (4, 19), (15, 9), (17, 2), (11, 16), (20, 1), (18, 12), (14, 10)]",13
Spanish,262,27,"[(8, 5), (13, 16), (20, 26), (20, 14), (7, 10), (25, 18), (5, 4), (11, 25), (19, 20), (1, 5), (23, 6), (7, 27), (4, 2), (1, 15), (9, 4), (3, 17), (11, 13), (17, 14), (10, 24), (9, 12), (4, 21), (22, 24), (10, 17), (8, 27), (26, 6), (2, 18)]",5
Spanish,263,24,"[(22, 11), (9, 22), (2, 8), (22, 12), (23, 13), (6, 19), (7, 2), (6, 5), (13, 4), (1, 21), (12, 16), (6, 14), (19, 24), (15, 20), (15, 12), (7, 17), (19, 22), (18, 10), (19, 7), (14, 1), (4, 20), (2, 10), (8, 3)]",19
Spanish,273,23,"[(14, 22), (12, 16), (5, 17), (14, 23), (20, 13), (10, 13), (6, 20), (23, 9), (8, 20), (2, 16), (10, 1), (15, 3), (18, 21), (19, 12), (7, 14), (15, 19), (11, 20), (4, 12), (8, 17), (11, 23), (21, 22), (2, 20)]",21
Spanish,274,25,"[(23, 14), (1, 13), (15, 23), (16, 9), (21, 12), (3, 10), (1, 21), (11, 8), (3, 18), (22, 24), (2, 4), (21, 6), (24, 2), (4, 12), (11, 25), (22, 17), (7, 5), (25, 9), (5, 17), (18, 4), (9, 24), (20, 4), (1, 19), (23, 19)]",5
Spanish,275,8,"[(1, 2), (7, 3), (5, 8), (8, 3), (6, 5), (6, 4), (3, 1)]",5
Spanish,278,32,"[(14, 11), (15, 27), (5, 9), (8, 32), (17, 7), (30, 11), (20, 21), (27, 19), (14, 29), (22, 16), (23, 11), (13, 21), (21, 25), (31, 24), (31, 4), (23, 15), (2, 31), (5, 10), (3, 7), (16, 6), (2, 9), (23, 3), (31, 26), (6, 17), (18, 8), (2, 25), (2, 29), (30, 28), (8, 17), (1, 16), (12, 24)]",23
Spanish,281,15,"[(15, 1), (4, 7), (5, 10), (9, 1), (1, 14), (7, 6), (15, 3), (6, 5), (13, 9), (8, 7), (15, 2), (12, 9), (14, 11), (8, 14)]",1
Spanish,284,19,"[(17, 4), (3, 12), (1, 3), (8, 3), (16, 14), (6, 3), (16, 3), (19, 17), (13, 7), (11, 15), (12, 13), (5, 18), (9, 7), (16, 18), (3, 15), (11, 10), (17, 6), (8, 2)]",3
Spanish,285,16,"[(15, 2), (7, 6), (12, 7), (12, 5), (9, 3), (7, 10), (15, 13), (2, 9), (14, 7), (8, 15), (1, 16), (6, 4), (13, 1), (5, 9), (11, 7)]",7
Spanish,288,13,"[(9, 7), (6, 12), (2, 11), (5, 13), (1, 11), (10, 3), (11, 12), (8, 6), (4, 10), (7, 3), (6, 4), (3, 13)]",10
Spanish,289,14,"[(10, 8), (3, 8), (12, 2), (10, 13), (2, 4), (1, 3), (6, 4), (14, 13), (5, 2), (9, 3), (11, 13), (14, 7), (1, 6)]",13
Spanish,290,29,"[(5, 29), (10, 18), (27, 15), (3, 27), (2, 15), (4, 18), (1, 16), (8, 6), (10, 26), (5, 1), (16, 17), (16, 25), (19, 17), (13, 16), (6, 10), (27, 7), (3, 14), (27, 11), (18, 20), (28, 8), (14, 21), (24, 10), (18, 9), (18, 22), (11, 1), (10, 23), (8, 12), (23, 16)]",1
